,index,Unnamed: 0,mig_ext_sex,mig_ext_age,mig_ext_motivo,mig_ext_motivo/1,mig_ext_motivo/2,mig_ext_motivo/3,mig_ext_motivo/4,mig_ext_motivo/5,mig_ext_motivo/6,mig_ext_motivo/7,mig_ext_motivo/8,mig_ext_motivo/9,mig_ext_motivo/10,mig_ext_motivo/11,mig_ext_motivo/12,mig_ext_motivo/13,mig_ext_motivo/14,mig_ext_motivo/15,mig_ext_motivo/16,mig_ext_motivo/99,mig_ext_acompany,mig_ext_acompany/1,mig_ext_acompany/2,mig_ext_acompany/3,mig_ext_acompany/4,mig_ext_acompany/5,mig_ext_acompany/6,mig_ext_acompany/7,mig_ext_acompany/8,mig_ext_acompany/9,mig_ext_acompany/99,mig_ext_medio,mig_ext_medio/1,mig_ext_medio/2,mig_ext_medio/3,mig_ext_medio/4,mig_ext_medio/5,mig_ext_medio/6,mig_ext_medio/7,mig_ext_medio/8,mig_ext_medio/9,mig_ext_medio/10,mig_ext_medio/11,mig_ext_medio/12,mig_ext_medio/99,mig_ext_cost_awareness,mig_ext_cost_currency,mig_ext_cost_total,mig_ext_attempts,mig_ext_cost_dist_awareness,mig_ext_cost_transportation,mig_ext_cost_subsistence,mig_ext_cost_intermediaries,mig_ext_cost_other,sum_gasto_viaje,note_mig_calculo,mig_ext_finance,mig_ext_finance/1,mig_ext_finance/2,mig_ext_finance/3,mig_ext_finance/4,mig_ext_finance/5,mig_ext_finance/6,mig_ext_finance/7,mig_ext_finance/8,mig_ext_finance/9,mig_ext_finance/10,mig_ext_finance/11,mig_ext_finance/99,mig_ext_violence,mig_ext_violence/1,mig_ext_violence/2,mig_ext_violence/3,mig_ext_violence/4,mig_ext_violence/5,mig_ext_violence/6,mig_ext_violence/7,mig_ext_violence/8,mig_ext_violence/9,mig_ext_violence/10,mig_ext_violence/11,mig_ext_violence/99,mig_ext_violence_who,mig_ext_violence_who/1,mig_ext_violence_who/2,mig_ext_violence_who/3,mig_ext_violence_who/4,mig_ext_violence_who/5,mig_ext_violence_who/6,mig_ext_violence_who/7,mig_ext_violence_who/99,mig_ext_country,mig_ext_country_other,mig_ext_llego,mig_ext_return,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country,mig_ext_finance_group/1,mig_ext_finance_group/2,mig_ext_finance_group/3,mig_ext_medio_group/1,mig_ext_medio_group/2,mig_ext_medio_group/3,cost_per_attempt,migrated_yn,experienced_violence_sum,experienced_violence_yn,violence_strings
62,329,329,2,5,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,341,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,987,174007681,4d5187d6-4d7f-4aaf-8c2e-e6b747d12c94,2021-04-26T20:29:07,,[],submitted_via_web,,[],SLV,0,0,0,0,1,0,,1,1.0,True,['Kidnapping / Attempted kidnapping']
63,330,330,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,342,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,987,174007681,4d5187d6-4d7f-4aaf-8c2e-e6b747d12c94,2021-04-26T20:29:07,,[],submitted_via_web,,[],SLV,0,0,0,0,1,0,,1,1.0,True,['Kidnapping / Attempted kidnapping']
64,333,333,2,33,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,3 6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4 5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,2,1.0,345,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,991,174007921,af4df190-600a-4d5b-aef5-987bbbe26303,2021-04-26T20:30:00,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,,1,2.0,True,"['Theft', 'Physical aggression']"
65,334,334,2,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,6.0,346,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,993,174611562,5e940139-fdd7-4eb1-bb63-f263872ad4ff,2021-04-28T19:53:46,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,,1,1.0,True,['Threat / Intimidation']
66,336,336,1,18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,3000.0,2.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,348,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,995,174008702,db9d3df8-2001-47ff-b682-a6c5a82753cf,2021-04-26T20:33:21,,[],submitted_via_web,,[],SLV,1,0,0,0,1,0,1500.0,1,1.0,True,['Other']
67,337,337,2,26,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,350,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,996,174008716,de8281ce-759d-4be0-b303-65dfef23851a,2021-04-26T20:33:23,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,1.0,True,['Other']
68,338,338,1,25,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,349,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,996,174008716,de8281ce-759d-4be0-b303-65dfef23851a,2021-04-26T20:33:23,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,1.0,True,['Other']
69,339,339,2,28,1 2 12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,351,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,996,174008716,de8281ce-759d-4be0-b303-65dfef23851a,2021-04-26T20:33:23,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,1.0,True,['Other']
70,344,344,2,42,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,99.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,1.0,356,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1001,174010759,e1b4f30e-e94b-4547-862a-5e32ea33eef0,2021-04-26T20:43:00,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,1.0,True,['Other']
71,354,354,1,23,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9 6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.0,6000.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,2 8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,366,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1014,174010951,e2ec5b9d-8a6f-4d4e-b5fd-4c6d1dcbb23b,2021-04-26T20:43:33,,[],submitted_via_web,,[],SLV,0,1,0,1,1,0,3000.0,1,2.0,True,"['Extortion / Attempted extortion', 'Kidnapping / Attempted kidnapping']"
72,356,356,2,25,11 2 1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1500.0,3.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,6 8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,368,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1017,174010966,beaf9a62-72f6-4c99-97b4-4aa938a1ec0a,2021-04-26T20:43:36,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,500.0,1,2.0,True,"['Physical aggression', 'Kidnapping / Attempted kidnapping']"
73,377,377,2,44,2 6 7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,300.0,1.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,391,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1048,174016148,2b320e08-ec5f-4902-9065-63e48cd8994b,2021-04-26T21:07:24,,[],submitted_via_web,,[],SLV,0,1,0,0,0,1,300.0,1,1.0,True,['Armed robbery']
74,379,379,1,30,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,9,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,2,6.0,394,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1055,174016629,28dc2f8f-8fd5-44cc-8acf-61da78b013f5,2021-04-26T21:10:13,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,,1,1.0,True,['Theft']
75,380,380,2,44,1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,11000.0,2.0,0.0,,,,,,,7 8,0,0,0,0,0,0,1,1,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,,395,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1059,174017248,e47f9ca8-478b-4714-9a42-6a2d99eae68e,2021-04-26T21:12:48,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,1,0,1,0,5500.0,1,1.0,True,['Theft']
76,381,381,1,28,11 1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8 5 7,0,0,0,0,1,0,1,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,,99.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,396,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1061,174017255,3caf271e-2752-44fc-b833-95a68cf2fcef,2021-04-26T21:12:50,,[],submitted_via_web,,[],SLV,0,0,0,0,1,0,,1,1.0,True,['Other']
77,382,382,2,28,11 1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8 5 7,0,0,0,0,1,0,1,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,,99.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,397,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1061,174017255,3caf271e-2752-44fc-b833-95a68cf2fcef,2021-04-26T21:12:50,,[],submitted_via_web,,[],SLV,0,0,0,0,1,0,,1,1.0,True,['Other']
78,386,386,2,22,11 1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8 7,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,5500.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,,398,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1061,174017255,3caf271e-2752-44fc-b833-95a68cf2fcef,2021-04-26T21:12:50,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,2750.0,1,1.0,True,['Physical aggression']
79,387,387,2,27,11 1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,10.0,399,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1061,174017255,3caf271e-2752-44fc-b833-95a68cf2fcef,2021-04-26T21:12:50,,[],submitted_via_web,,[],SLV,0,0,0,0,0,1,,1,1.0,True,['Other']
80,393,393,2,28,1 2 11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,13000.0,3.0,1.0,20.0,20.0,60.0,0.0,100.0,,5,0,0,0,0,1,0,0,0,0,0,0,0,4 6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4 5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,99,,409,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1074,174017465,0cd6baad-6f27-4285-92b3-725c4866202a,2021-04-26T21:14:06,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,4333.333333333333,1,2.0,True,"['Armed robbery', 'Physical aggression']"
81,400,400,1,45,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,418,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1098,174021001,2f5c2a02-b51f-4cb1-9f7a-f6b0048b25a9,2021-04-26T21:38:07,,[],submitted_via_web,,[],SLV,1,0,0,0,1,0,,1,1.0,True,['Other']
82,401,401,2,14,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,99.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,419,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1098,174021001,2f5c2a02-b51f-4cb1-9f7a-f6b0048b25a9,2021-04-26T21:38:07,,[],submitted_via_web,,[],SLV,1,0,0,0,1,0,,1,1.0,True,['Other']
83,424,424,2,14,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,5 8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,1,,443,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1147,174030825,2d5b1a45-4cae-4396-86f4-3031a6de6321,2021-04-26T22:49:32,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1,2.0,True,"['Threat / Intimidation', 'Kidnapping / Attempted kidnapping']"
84,427,427,2,31,1 2 11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,447,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1161,174033588,0862c9b7-e561-41e4-a482-60b1f043d700,2021-04-26T23:09:08,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,1.0,True,['Other']
85,428,428,2,27,1 3 7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,1,,448,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1164,174033612,5df2f4f3-1a19-45ce-a256-199f63ea3d9b,2021-04-26T23:09:16,,[],submitted_via_web,wfpmandeteam,[],HND,1,0,0,0,0,1,,1,1.0,True,['Theft']
86,429,429,2,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,10400.0,1.0,99.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,449,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1173,174039174,b0a8f513-58d6-40dc-a553-db5e6accfa1b,2021-04-27T00:11:45,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,10400.0,1,1.0,True,['Physical aggression']
87,450,450,2,25,2 8 1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,15600.0,2.0,99.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,,470,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1265,174050780,2050ecf3-4c60-4db3-be8d-4cf8a7340a99,2021-04-27T03:06:45,,[],submitted_via_web,wfpmandeteam,[],GT,0,1,0,0,1,0,7800.0,1,1.0,True,['Extortion / Attempted extortion']
88,460,460,2,26,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11310.0,5.0,1.0,25.0,25.0,50.0,0.0,100.0,,3,0,0,1,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,481,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1296,174087436,dc67ff24-aae1-4751-8b36-ce6e1bd8a7f9,2021-04-27T07:04:19,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,2262.0,1,1.0,True,['Kidnapping / Attempted kidnapping']
89,463,463,2,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,484,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1299,174087454,1af40a25-148a-46f9-91e0-450cc65b4ac7,2021-04-27T07:04:23,,[],submitted_via_web,,[],GT,0,0,0,0,1,0,,1,1.0,True,['Other']
90,486,486,1,16,15 9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,3000.0,1.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,508,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1358,174312745,a2089301-6465-46e7-bc57-9b5eb8efad4e,2021-04-27T20:33:39,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,3000.0,1,1.0,True,['Threat / Intimidation']
91,489,489,2,53,11 1 6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,5000.0,3.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,2,1.0,511,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1358,174312745,a2089301-6465-46e7-bc57-9b5eb8efad4e,2021-04-27T20:33:39,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,1666.666666666667,1,1.0,True,['Kidnapping / Attempted kidnapping']
92,494,494,1,24,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,1.0,516,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1361,174312753,5d51fd90-677b-4783-9276-94632b194fda,2021-04-27T20:33:42,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,,1,1.0,True,['Other']
93,518,518,1,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 7,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,8000.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,541,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1411,174316121,73e16a11-5f90-4f4a-a96a-ec87ea0f4e9a,2021-04-27T20:56:20,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,4000.0,1,1.0,True,['Other']
94,519,519,2,30,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7 6,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,9000.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,542,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1411,174316121,73e16a11-5f90-4f4a-a96a-ec87ea0f4e9a,2021-04-27T20:56:20,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,4500.0,1,1.0,True,['Other']
95,520,520,2,9,1 16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2 7,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,8000.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,543,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1411,174316121,73e16a11-5f90-4f4a-a96a-ec87ea0f4e9a,2021-04-27T20:56:20,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,4000.0,1,1.0,True,['Other']
